,Unnamed: 0,text,Radnja,Rezija,Gluma,Muzika,Opsti utisak film,Opsti utisak komentar,Specijalni efekti
175,274.0,Šta reći za ovaj film osim da je dosadio čak i glumcima koji su u njemu.,None,None,None,None,Negative,None,None
176,276.0,"Baš to je ključna reč, poštovanje! Ukusi su različiti, ali neke stvari se moraju poštovati! Slažem se sa svim!",None,None,None,None,Positive,Positive,None
177,277.0,"Sinoć sam opet pogledao film, šta reći, sjajan, surov film. Majkl Kejn je fantastičan!",None,None,Positive,None,Positive,None,None
178,278.0,Kome se ne sviđa ovakav film neka gleda Avatar-a! Pozz za kritičara!,None,None,None,None,None,Positive,None
179,279.0,"uh... jako teška uloga za sjajnog Majkla Kejna.. svaka čast.. dobra recenzija i svakako preporuka za gledanje, što se ovog žanra tiče..",None,None,Neutral,None,Positive,Positive,None
180,280.0,"onako, fin je film ali nisam nešto sad oduševljen. mada na kraju sasvim solidan triler. sedmica",None,None,None,None,Neutral,None,None
181,281.0,"Bane, hvala puno na komentaru, drago mi je da ti se dopada sadržaj. Puno pozdrava, čitamo se.",None,None,None,None,None,Positive,None
182,282.0,Kao novo-korisnik - ovo je već druga (od 2 pročitane!) recenzije sa kojom sam saglasan (ali u potpunosti !) i i ujedno okidač za komentar : SVAKA ČAST !,None,None,None,None,None,Positive,None
183,283.0,"Preporučujem! Posle dosta meseci i dalje se sećam priče, a inače zaspim na pola filmova. Skladno je urađen film, sa dramskim elementima bez nekih preterivanja. Drama sa malo ljubavno-platonskih elemenata, a da nije jeftino ekranizovano kao priče iz ""Love story"".",Positive,None,None,None,Positive,None,None
184,284.0,Ja gledala i oduševljena sam :),None,None,None,None,Positive,None,None
185,286.0,molio bih da uradite recenziju filma u paukovoj mreži sa Morganom Frimenom film je odličan,None,None,None,None,Positive,None,None
186,288.0,"sranje film.... jedino pitanje koje ostaje posle filma je: ""da l’ je ok samozadovoljavati se gledajući ga? """,None,None,None,None,Negative,None,None
187,289.0,Osveženje za srpsku kinematografiju.,None,None,None,None,Positive,None,None
188,291.0,"Surovo, ali realno.. Kome se ne sviđa ne mora da komentariše.. film ima predobru poruku, jer je to današnjica 60% tinejdžera. Pozdrav",None,None,None,None,Positive,None,None
189,292.0,film nije loš ali po meni ne zaslužuje ocenu deset,None,None,None,None,Neutral,None,None
190,293.0,Ovaj film posle 15 minuta može da se gleda samo na preskoke i to ako ste u fazonu da parite oči sa malo amaterske pornografije.,None,None,None,None,Negative,None,None
191,295.0,Ovom đubretu ste dali ocenu 10!?!?!?! Strašno. Mislio sam da ste dobar sajt upravo ste postali nerelevantni.,None,None,None,None,Negative,Negative,None
192,296.0,Klip proglašen za najbolji film 2012! Bravo za film i nas koji smo prepoznali kvalitet ovog remek-dela! :),None,None,None,None,Positive,None,None
193,299.0,"Moram da istaknem da je ovo najgluplji komentar koji sam ikada dobio na sajtu. Tvoja homofobičnost prelazi granice smešnog. Zbilja, kako te nije stid ovako nešto primitivno da napišeš.",None,None,None,None,None,Negative,None
194,300.0,..iskreno film je odvratan... ali nažalost pokazuje nam surovu realnost današnjih adolescenata..,None,None,None,None,Negative,None,None
195,302.0,"Film je ništa posebno socijala + klinci + seks + droga + karleuša, viđeno odavno. Reditelj je prebudžio *realnost*, a što se tiče progresivnog scenarija - po meni: ništa lakše smisliti. Gluma je ok, kao i neki komentari ovde. poz",None,None,Neutral,None,Neutral,Neutral,None
196,303.0,"Film je prva liga, ko hoće da gleda adama sandlera i ostale smradove slobodno nek preskoči 'klip'  Gluma odlična",None,None,Positive,None,Positive,None,None
197,304.0,"FILM JE SAVRŠEN!!!!!!!!!!!! STRAŠNO JE SAMO ŠTO ĆE VEĆINA KOMENTARISATI SCENE SEKSA I TO ĆE BITI GLAVNA PREOKUPACIJA, ALI PO MENI SAVRŠENO OSLIKAVA JAKO LOŠU KOMUNIKACIJU U KLASIČNOJ SRPSKOJ PORODICI ŠTO JE PO MOM MIŠLJENJU I GLAVNI RAZLOG OVAKVOG PONAŠANJA TINEJDŽERA!!!! GLUMA-PERFEKTNA!!!!! BRAVO!!!! OCENA 10!!!!",None,None,Positive,None,Positive,None,None
198,306.0,"Film samo pokazuje koliko je pao kriterijum u našem obrazovanju, ali ne samo u srednjim školama, nego i na fakultetima. Danas svakakvi završavaju režiju.",None,Negative,None,None,None,None,None
199,308.0,Avatar jeste zaslužio 1... a i ovo čudo isto toliko oooo Miloše šlihtaro najveća na ovom sajtu :D,None,None,None,None,Negative,None,None
200,310.0,Slažem se sa tim da poruka ne postoji. Film je izgleda napravljen samo zarad dizanja prašine... Ja bih to nazvala - underground komercijala!,None,None,None,None,Negative,Positive,None
201,311.0,Htedoh da napišem komentar ali videh da je u ovom sve već napisano. Hvala Limena !,None,None,None,None,None,Positive,None
202,312.0,"Haha x)) Možda si u pravu! Film sigurno nije remek delo, mora da postoji neka druga osnova za izjavu te veličine...",None,None,None,None,None,Positive,None
203,313.0,sjajan i ocena je za 10,None,None,None,None,Positive,None,None
204,318.0,"Pitanje za tebe, Gorane.. Je l’ si mislio ozbiljno kad si ovom filmu dao 10/10? ili je to neki humor.. Dok recimo filmu ""The Artist"" daš 9/10..",None,None,None,None,None,Negative,None
205,321.0,Ovu ocenu smatram za najnerealniju na tvom blogu... 10/10 bi ocena trebala da bude za sam vrh u sedmoj umetnosti.. i ne bi trebala da se često daje.. pogotovo ne za ovakve filmove,None,None,None,None,None,Negative,None
206,322.0,"Ova devojka Jasna ne glumi u eksplicitnim scenama, za to postoje dubleri naravno, tako da ona nema čega da se stidi, a ni njeni roditelji. Film je dobar, prikazuje realnost... možda fali poruka na kraju, ali ako čitamo između redova, sve je na svome mestu!",None,None,None,None,Positive,None,None
207,325.0,"Ovako stanje u Srbiji i školama..... Maja Miloš je preterala, ne malo nego mnooooogoooo..... Baš mnogo Sve više stičem utisak da je pravljen samo da privuče pažnju....",None,None,None,None,Negative,None,None
208,326.0,uze mi komentar iz usta...,None,None,None,None,None,Positive,None
209,328.0,Jebem ja tako režiserku koja je napisala scenario. a ta devojčica je l’ ima stvarno tatu i mamu koji su dali da ovakav film snimi njihova ćerka!!!!!! STRAŠNO!!!!!,Negative,None,None,None,Negative,None,None
210,331.0,Ne seri.,None,None,None,None,None,Negative,None
211,332.0,"Film je eksploatorsko đubre najgore vrste. Proper način da se pogleda ovaj film je solo na gajbi, uz džoint, lubrikant i gomilu papirnih ubrusa, nije mi jasno kako je Klip uopšte dospeo u bioskope, a nagrade u Roterdamu i sad na Cinema City-ju su mi jasne još manje.",None,None,None,None,Negative,None,None
212,333.0,"10/10!!?? Mora da nas zajebavaš, ja sam se smorio u bioskopu. Toliko pokušava da bude realan, da zaboravlja da bude film. Okej, ne treba biti previše kritičan, treba svako da ga pogleda, ali 10 od 10?",None,None,None,None,Neutral,Negative,None
213,337.0,Naivno razmišljanje.,None,None,None,None,None,Negative,None
214,342.0,Bravo za komentar. Ja sam ga pogledao. Pomerio me je realnošću i sirovo prezentovanom istinom. Ceo dan se treznim od filma..,None,None,None,None,Positive,Positive,None
215,343.0,"Evo malopre odgledah film i izvukao je svu životnu energiju iz mene, mnogo su želeli ali malo pokazali.",None,None,None,None,Negative,None,None
216,344.0,"Upravo ta emotivna odvojenost od likova i jednostavna priča u nekim naznakama je ono zbog čega se meni film dopao. To ga je učinilo veoma lakim, tečnim i lepim za gledanje",None,None,None,None,Positive,None,None
217,345.0,"Meni se nekako dopada film, dobar je! Čini mi se da je život zapadnjačkog poslovnog čoveka baš onakav, u proseku, manje-više!",None,None,None,None,Positive,None,None
218,346.0,"Odlična komedija, odavno se nisam ovako nasmejao! Vrhunski scenario, super, ovakve nam komedije trebaju! Kako ovo nisam gledao ranije, čudim se ja!?",Positive,None,None,None,Positive,None,None
219,349.0,molio bih recenziju filma zora za očajnika sa Mel Gibsonom Kurt Raselom I Mišel Fajfer u glavnim ulogama film je odličan,None,None,None,None,Positive,None,None
220,352.0,Meni drugi najdraži reditelj. Prvi je naravno Bergman... I slažem se s ocenom.,None,Positive,None,None,None,Positive,None
221,353.0,Samo pokušaj satire i parodije... možda i uspeh u tome... ali jako loš... ima mnogo boljih filmova na tu temu od ovog... 4 maksimalno... drž se ti svetih motora... to ti više leži...,None,None,None,None,Negative,None,None
222,355.0,"Kad si već spomenuo ""dragulje iz blata"" preporučujem ti da pogledaš ""Eye of god"" iz 1997 god. Skriveni dragulj koji je teško iskopati sa neta... ali sam ga iščeprkao preko eMule... Preporuka!",None,None,None,None,Positive,None,None
223,356.0,meni se baš dopao jer je kao celina vrlo uzbudljiv.,None,None,None,None,Positive,None,None
224,357.0,"Odgledao! Nešto i nije ostavio utisak. Jeste da je satira i parodija, ima par dobrih fora, ali nekako ""već viđeno""! Manje više prežvakane fore! Blejanje!",None,None,None,None,Neutral,None,None
225,358.0,Fenomenalan film!!! Uvek ga mogu gledati :D Ring of Fire najjača stvar :D,None,None,None,None,Positive,None,None
226,359.0,molio bih recenziju filma otmica sa Kejdžom u glavnoj ulozi meni je to jako dobar film,None,None,None,None,Positive,None,None
227,360.0,"Otkud je to, prijatelju, umetnost? Umetnost treba da podstiče, a ovo je fabrikacija grčke mitologije - holivudski užas novog (kompjuterskog) doba!",None,None,None,None,Negative,None,None
228,361.0,Ni prvi deo nije bio nešto.. ali je omogućio ubijanje dosade :D... a ovaj drugi je znatno lošiji od prvog... ne preporučujem :D,None,None,None,None,Negative,None,None
229,365.0,Takođe mislim da bi top lista bila dobra ideja,None,None,None,None,None,Positive,None
230,366.0,slažem se sa ovom idejom o top listi!,None,None,None,None,None,Positive,None
231,367.0,"Sviđaju mi se jako tvoje recenzije i kod većine njih se slažem, tako da bih jako voleo da napraviš svoju Top listu filmova, top 10, 15, 20.. nije bitno. Veliki broj ljudi nije video veliki broj istinskih remek dela, pa bi na taj način mogao da ih im (nam) približiš. Pozdrav! :-)",None,None,None,None,None,Positive,None
232,368.0,"ja nešto nisam imao živaca da ga gledam... odgledao 15 min i ugasio... nije gledljiv... nažalost, moram to da kažem..",None,None,None,None,Negative,None,None
233,369.0,Savršen film! Kad bih mogao da ocenim 15/10! Savršen!,None,None,None,None,Positive,None,None
234,370.0,"jeste, ja sam preplakala jbt kud ga i gledah... film je do koske",None,None,None,None,Positive,None,None
235,371.0,"Au, krajnje zajeban film! Nije za emotivce! Odlična gluma i scenario, super! Vrlo zajebano!",Positive,None,Positive,None,Positive,None,None
236,377.0,"Ni knjiga ne daje mnogo više u smislu dorečenosti tj. razjašnjavanja. Radnja se više zasniva na apstraktnom i celokupni utisak zavisi od interpretacije gledaoca. Ja potpuno razumem da ovaj film ne može svakome da legne, kod ovakvih projekata najviše važi ona dobra rečenica :''' Sve je to stvar ukusa''.",None,None,None,None,Neutral,None,None
237,378.0,Po meni nedorečen kao mnogi filmovi koji su urađeni na osnovu knjiga... ali nisam pročitao knjigu da bih mogao to sigurno da tvrdim. Za sada jedini film koji je urađen bolje od knjige je Burtonov Big Fish,None,None,None,None,Negative,None,None
238,379.0,Neobičan film... koji nagoni na razmišljanje. Definitivno - film koji se pamti.,None,None,None,None,Positive,None,None
239,380.0,Ovaj film je genijalan i mislim da zaslužuje ocenu 10!,None,None,None,None,Positive,None,None
240,382.0,"Upravo odgledah. Film kao film običan prosek. Nešto fali tom filmu... Pretreskava (iritirajuća) kamera, nerazrađeni likovi, scenario isforsiran... Baš tako, film za mlađu publiku, tačnije tinejdžere.. :) 4/10",Negative,None,None,None,Negative,None,None
241,383.0,"Jesam, odličan je. Pogledaj Say Anything, to mu je jedan od ranijih radova.",None,None,None,None,Positive,None,None
242,384.0,"Meni jedan od najdražih filmova prve dekade novog milenijuma. Zaista sjajan film. Ako nisi gledao njegov film ""Singles"" odmah skidaj.",None,None,None,None,Positive,None,None
243,385.0,Film je veoma dosadan.,None,None,None,None,Negative,None,None
244,388.0,ima li da je neki nastavak filma totalni promašaj kao što je to slučaj sa ovim filmom.,None,None,None,None,Negative,None,None
245,389.0,Kako je ovo loš film... toliko je loš da nije loš toliko da je zanimljiv... loš je na način da je loš toliko da je stvarno LOŠ... UŽASAN,None,None,None,None,Negative,None,None
246,390.0,Film je zaista potpuna katastrofa. Recenzija i svi komentari pre ovog mog su apsolutno tačni.,None,None,None,None,Negative,Positive,None
247,391.0,"Da baš tako. Ovo je po meni jedan od najgorih filmova koje sam odgledao! Tipa, Džek i Džil, Be cool, mislio sam da od ovih nema gori ali ipak sam se prešao :)",None,None,None,None,Negative,Positive,None
248,393.0,"Ako je lošiji od prvog dela, onda je ocena nerealna. Prvi deo je dobio nulu na mojoj skali.",None,None,None,None,Negative,None,None
249,394.0,"Prvi deo je ajde, nekako, dobar, kada ga uporediš sa drugim. Ali oba filma su čisto uništavanje jednog odličnog strip serijala!",None,None,None,None,Negative,None,None
250,395.0,odgledah ga.. Cage je katastrofa! Toliko me iritira u ovom filmu da bih ga tukao... :) 1/10,None,None,None,None,Negative,None,None
251,398.0,da... ovo ti je najoštrija kritika do sada.. pored avatara.. :) baš ću da pogledam ovaj film jer me je motivisala recenzija.. :).. inat je čudo,None,None,None,None,None,Positive,None
252,399.0,užasan je,None,None,None,None,Negative,None,None
253,401.0,Gluplji film odavno nisam pogledala. Gubljenje vremena,None,None,None,None,Negative,None,None
254,405.0,"Film ima dušu, nema šta.",None,None,None,None,Positive,None,None
255,406.0,Potpuno se slažem! Ovo je i dalje jedan od mojih omiljenih dugometražnih crtanih filmova.,None,None,None,None,Positive,Positive,None
256,407.0,Ovo je jedan od najlepših animiranih filmova u istoriji kinematografije koji svako živo biće na planeti treba da pogleda više puta.,None,None,None,None,Positive,None,None
257,408.0,"Nikada mi neće biti jasno kako neko može da voli ovu brljotinu od filma, koja nije zaslužila ni 4/10!?!?",None,None,None,None,Negative,None,None
258,409.0,"apsolutno si u pravu, jer prvi put pročitah da je ""Evil Dead II"" trash i nekakva satira. to je blasfemija. film je imao budžet 3,5 miliona dolara i efekti su za to vreme odlični.",None,None,None,None,Negative,Positive,Positive
259,411.0,Evil Dead nije trash.,None,None,None,None,None,Negative,None
260,412.0,Apsolutno se slažem.,None,None,None,None,None,Positive,None
261,413.0,Preterano obožavam ovaj film. Jedan od mojih najomiljenijih horora. Ja sam uz ovakve filmove odrastao. Ovaj film svaki filmofil mora imati u svojoj kolekciji.,None,None,None,None,Positive,None,None
262,414.0,Ne znam u kojim segmentima ti je dosadan ali ja sam ga doživeo kao izuzetno realnu priču sa više nego dobrim glumačkim izvedbama.,Positive,None,Positive,None,Positive,None,None
263,416.0,"Ne mogu skroz da se složim sa recenzijom; mislim da si precenio film, Gorane. Na momente je strašno dosadan!",None,None,None,None,Negative,Negative,None
264,417.0,"Taman tako! Zadnji pasus recenzije objašnjava sve! Slažem se sa svim, samo neka tako nastave! Dobar film!",None,None,None,None,Positive,Positive,None
265,418.0,odličan!,None,None,None,None,Positive,None,None
266,422.0,"Nisam gledala, ali posle ove recenzije potrudiću se da večeras ne propustim ovaj film.",None,None,None,None,None,Positive,None
